,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
45988,Non Portugal,Online TA,0,1,No Deposit,0,Transient,H,0,1,1
46000,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,3,0
46003,Portugal,Offline TA/TO,2,0,No Deposit,0,Transient,A,0,2,0
46007,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,D,0,0,0
46008,Non Portugal,Direct,0,0,No Deposit,0,Transient,B,0,2,0
46009,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
46017,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,4,1
46020,Portugal,Corporate,3,1,No Deposit,0,Transient,A,0,0,0
46029,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
46034,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,1
46048,Non Portugal,Online TA,0,4,No Deposit,0,Transient,D,0,3,1
46054,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,2,0
46056,Non Portugal,Direct,0,4,No Deposit,0,Transient,A,0,2,0
46061,Non Portugal,Offline TA/TO,0,3,No Deposit,0,Group,G,0,1,0
46075,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,2,0
46086,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
46097,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
46098,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,3,0
46100,Portugal,Groups,0,1,Non Refund,0,Transient-Party,A,0,0,1
46101,Portugal,Online TA,0,2,No Deposit,0,Transient,E,1,1,0
46114,Portugal,Offline TA/TO,0,7,No Deposit,0,Transient-Party,A,0,0,0
46115,Non Portugal,Direct,0,0,No Deposit,0,Transient,H,0,0,1
46171,Non Portugal,Groups,0,0,No Deposit,38,Transient-Party,A,0,1,0
46177,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,C,1,2,0
46201,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,1
46203,Portugal,Groups,0,2,No Deposit,105,Transient-Party,A,0,0,0
46212,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,2,1
46223,Non Portugal,Online TA,0,10,No Deposit,0,Transient,A,0,3,0
46240,Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,2,0
46256,Portugal,Corporate,0,2,No Deposit,0,Group,A,1,0,0
46285,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
46296,Portugal,Online TA,0,3,No Deposit,0,Transient,A,2,3,0
46301,Portugal,Online TA,0,3,No Deposit,0,Transient,E,0,3,0
46311,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
46336,Non Portugal,Offline TA/TO,0,2,No Deposit,63,Transient-Party,A,0,0,0
46341,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,1,2,0
46383,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,1
46389,Non Portugal,Online TA,0,2,No Deposit,0,Transient,F,0,1,0
46391,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,1,0,0
46398,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,1,0,0
46404,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Contract,E,0,1,0
46411,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
46419,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,B,0,0,0
46440,Non Portugal,Aviation,0,2,No Deposit,0,Transient,D,0,0,0
46463,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
46464,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,3,0
46477,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,1,0
46479,Non Portugal,Complementary,0,7,No Deposit,0,Transient,F,0,1,0
46504,Non Portugal,Groups,0,9,No Deposit,0,Transient-Party,A,0,0,0
46508,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
46532,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,4,0
46537,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,1,1
46538,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,0
46556,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
46558,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,E,0,0,1
46565,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,0,0
46585,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,0
46631,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,2,0
46704,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,1
46734,Non Portugal,Offline TA/TO,0,1,No Deposit,48,Transient-Party,A,0,0,0
46750,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,0,0
46755,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
46757,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
46759,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
46767,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,2,0
46779,Portugal,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,0,0
46780,Portugal,Direct,0,3,No Deposit,0,Transient,D,0,1,0
46796,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
46802,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
46807,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
46810,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
46816,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,1,0,0
46831,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,A,1,1,0
46835,Non Portugal,Groups,0,6,No Deposit,0,Transient-Party,A,0,0,0
46838,Portugal,Direct,0,3,No Deposit,0,Transient,A,0,2,0
46845,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,B,0,0,0
46847,Portugal,Offline TA/TO,0,0,No Deposit,107,Transient-Party,A,0,0,1
46864,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,1,1,0
46878,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,E,0,0,1
46883,Non Portugal,Online TA,0,0,No Deposit,0,Group,A,0,0,0
46905,Portugal,Direct,1,0,No Deposit,0,Transient-Party,A,0,0,1
46929,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,1
46936,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,0
46957,Non Portugal,Online TA,0,0,No Deposit,0,Group,A,0,1,0
46961,Non Portugal,Online TA,0,2,No Deposit,0,Transient,E,0,1,1
46968,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
46980,Portugal,Groups,0,2,Non Refund,0,Transient-Party,A,0,0,0
47010,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,2,0
47012,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,E,0,0,0
47024,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
47053,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
47072,Non Portugal,Aviation,0,1,No Deposit,0,Transient,E,0,0,0
47074,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,1,1,0
47093,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,1,1,0
47097,Non Portugal,Complementary,0,0,No Deposit,0,Transient,F,0,1,0
47115,Portugal,Offline TA/TO,0,0,No Deposit,0,Group,A,1,1,0
47121,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,1,0,0
47128,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
47132,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,1,0,0
47137,Portugal,Groups,0,0,No Deposit,0,Transient,D,0,1,0
47162,Non Portugal,Direct,0,2,No Deposit,0,Transient,F,0,1,0
47165,Portugal,Online TA,1,0,No Deposit,0,Transient,C,0,1,1
47176,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,3,0
47180,Portugal,Complementary,0,1,No Deposit,0,Transient,A,0,4,0
47182,Non Portugal,Online TA,0,0,No Deposit,0,Group,A,0,1,0
47186,Portugal,Groups,0,1,No Deposit,34,Transient-Party,A,0,0,0
47191,Non Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
47209,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
47215,Portugal,Direct,0,4,No Deposit,0,Transient,G,0,1,0
47234,Portugal,Direct,0,3,No Deposit,0,Transient-Party,A,0,3,0
47249,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
47256,Non Portugal,Direct,0,0,No Deposit,0,Transient,C,0,1,0
47272,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
47285,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
47304,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,1,2,0
47309,Portugal,Complementary,0,1,No Deposit,0,Transient,D,1,2,0
47325,Non Portugal,Offline TA/TO,0,0,No Deposit,68,Transient-Party,A,0,1,0
47343,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,3,0
47358,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
47407,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
47409,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
47424,Non Portugal,Direct,0,0,No Deposit,107,Transient-Party,D,1,0,0
47437,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,5,0
47448,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
47455,Non Portugal,Direct,0,2,No Deposit,0,Transient,E,0,2,0
47491,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
47505,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
47509,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,2,0
47513,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
47517,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,3,0
47534,Non Portugal,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
47594,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,1,2,0
47596,Non Portugal,Online TA,0,1,No Deposit,0,Transient,C,0,3,0
47597,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,0,0
47600,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,3,0
47608,Non Portugal,Direct,1,0,No Deposit,0,Transient,A,0,1,1
47630,Non Portugal,Online TA,0,6,No Deposit,0,Transient,A,0,1,0
47632,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
47638,Non Portugal,Offline TA/TO,0,1,No Deposit,223,Transient,A,0,0,0
47656,Non Portugal,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,0,0
47677,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,4,0
47687,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
47689,Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,2,1
47702,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
47707,Non Portugal,Groups,0,0,No Deposit,0,Contract,A,0,1,0
47715,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
47716,Portugal,Complementary,0,0,No Deposit,0,Transient,G,0,4,0
47723,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
47725,Non Portugal,Offline TA/TO,0,1,No Deposit,223,Transient-Party,A,0,0,0
47733,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,1,0
47755,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
47808,Portugal,Direct,0,1,No Deposit,0,Transient-Party,C,0,1,0
47810,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Contract,A,0,2,0
47830,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,1,0
47836,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
47850,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,E,1,0,0
47872,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,1,0,0
47876,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
47877,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
47880,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,A,1,2,0
47883,Non Portugal,Groups,0,0,No Deposit,0,Transient,E,0,3,0
47893,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,0,0,0
47895,Portugal,Online TA,0,1,No Deposit,0,Transient,E,1,3,0
47905,Non Portugal,Groups,0,2,No Deposit,0,Transient-Party,A,0,1,0
47906,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
47916,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,3,0
47929,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,F,1,0,0
47949,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,1,2,0
47964,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,1,1,0
47969,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,1,1,0
47974,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
47988,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
47998,Portugal,Groups,0,0,No Deposit,0,Transient-Party,G,0,1,0
48004,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,1,0
48011,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,2,0
48017,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,2,0
48026,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,1
48043,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,0,0
48047,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,1
48060,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,1,0
48065,Non Portugal,Direct,0,0,No Deposit,0,Transient,C,1,0,0
48070,Portugal,Direct,0,0,No Deposit,0,Transient-Party,F,1,0,0
48073,Portugal,Complementary,2,1,No Deposit,0,Transient,G,0,1,0
48095,Portugal,Online TA,0,0,No Deposit,0,Group,A,0,2,1
48098,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,A,1,1,0
48113,Portugal,Offline TA/TO,0,4,No Deposit,63,Transient-Party,A,0,0,0
48131,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,0,1,0
48136,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
48141,Non Portugal,Online TA,1,6,No Deposit,0,Transient,A,0,2,1
48168,Portugal,Complementary,0,1,No Deposit,0,Transient,D,0,2,0
48170,Portugal,Offline TA/TO,0,3,No Deposit,0,Transient,D,0,2,1
48207,Portugal,Complementary,0,3,No Deposit,0,Transient,G,0,1,0
48209,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
48241,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
48243,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
48245,Portugal,Offline TA/TO,0,0,No Deposit,207,Transient-Party,A,0,0,1
48266,Non Portugal,Direct,0,2,No Deposit,0,Transient,E,0,1,0
48267,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
48268,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
48269,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
48272,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
48289,Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
48290,Non Portugal,Offline TA/TO,0,3,No Deposit,0,Transient-Party,D,0,1,0
48297,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
48298,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
48299,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
48310,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,3,0
48311,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
48335,Non Portugal,Direct,0,0,No Deposit,0,Transient,B,0,0,1
48339,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,3,0
48341,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,B,0,1,0
48342,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,1
48352,Portugal,Direct,0,0,No Deposit,0,Transient,A,0,4,1
48359,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,1,1,0
48393,Non Portugal,Corporate,0,0,No Deposit,0,Transient,E,0,0,1
48403,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
48408,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,2,0
48429,Non Portugal,Online TA,0,2,No Deposit,0,Contract,A,0,2,0
48435,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
48442,Non Portugal,Online TA,0,4,No Deposit,0,Transient-Party,A,0,1,1
48464,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
48468,Non Portugal,Online TA,0,5,No Deposit,0,Transient,A,0,2,0
48471,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,0
48476,Non Portugal,Online TA,0,1,No Deposit,0,Transient,C,0,2,0
48483,Portugal,Direct,0,0,No Deposit,0,Transient,G,0,1,1
48488,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
48500,Portugal,Direct,0,0,No Deposit,0,Group,D,1,0,0
48501,Non Portugal,Online TA,0,1,No Deposit,0,Transient,H,1,0,0
48505,Non Portugal,Direct,0,1,No Deposit,0,Group,E,0,0,0
48508,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,4,0
48510,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,3,0
48511,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
48524,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,1,1
48538,Non Portugal,Online TA,0,6,No Deposit,0,Transient,D,0,3,0
48542,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
48546,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,0
48556,Non Portugal,Online TA,0,1,No Deposit,0,Transient,H,0,2,0
48562,Portugal,Online TA,0,0,No Deposit,0,Group,D,1,1,0
48590,Portugal,Corporate,0,0,Non Refund,0,Transient-Party,E,0,0,0
48608,Portugal,Corporate,0,3,No Deposit,0,Transient-Party,A,0,1,0
48611,Non Portugal,Corporate,0,2,No Deposit,0,Transient-Party,A,0,0,0
48613,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
48617,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
48620,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
48643,Portugal,Online TA,0,2,No Deposit,0,Transient,C,0,2,0
48644,Portugal,Aviation,0,0,No Deposit,0,Transient-Party,D,0,0,0
48645,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
48647,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,2,0
48650,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,E,1,0,0
48652,Portugal,Direct,0,1,No Deposit,0,Transient,E,0,2,1
48653,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
48659,Non Portugal,Aviation,0,0,No Deposit,0,Transient,D,0,0,0
48661,Portugal,Direct,0,3,No Deposit,0,Transient-Party,A,0,1,0
48664,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,0,0,0
48673,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
48679,Portugal,Direct,0,0,No Deposit,0,Transient,F,1,4,0
48690,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,0,0
48705,Non Portugal,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
48714,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
48728,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
48744,Portugal,Groups,0,0,No Deposit,0,Transient-Party,G,0,0,0
48749,Non Portugal,Direct,0,0,No Deposit,0,Transient,B,0,0,0
48751,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,1,0,0
48752,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
48758,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
48763,Non Portugal,Direct,0,3,No Deposit,0,Transient,E,0,2,0
48766,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,2,0
48771,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,2,0
48778,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
48780,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,E,0,3,0
48784,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
48789,Non Portugal,Direct,0,4,No Deposit,0,Transient,A,0,0,0
48808,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,4,0
48813,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
48837,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
48841,Portugal,Direct,0,2,No Deposit,0,Transient,E,1,4,0
48842,Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,3,0
48847,Non Portugal,Direct,0,0,Non Refund,0,Transient-Party,A,0,0,0
48870,Non Portugal,Offline TA/TO,0,1,No Deposit,33,Transient-Party,A,0,0,0
48879,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
48895,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,2,0
48904,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
48912,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,1,0,0
48925,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
48935,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,2,0
48956,Non Portugal,Groups,0,0,Refundable,0,Group,A,1,0,0
48966,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
49003,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
49010,Portugal,Online TA,0,2,No Deposit,0,Transient,F,0,0,1
49035,Portugal,Online TA,0,3,No Deposit,0,Transient,G,1,0,0
49048,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,D,1,0,0
49049,Non Portugal,Online TA,0,4,No Deposit,0,Transient,A,0,1,0
49055,Portugal,Corporate,3,2,No Deposit,0,Transient-Party,A,0,0,0
49061,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
49062,Portugal,Online TA,0,1,No Deposit,0,Transient,H,0,1,0
49073,Portugal,Online TA,0,8,No Deposit,0,Transient-Party,A,1,0,0
49082,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,C,0,0,0
49100,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
49104,Portugal,Corporate,2,1,No Deposit,0,Transient-Party,A,0,0,0
49115,Portugal,Online TA,0,2,No Deposit,0,Transient,C,0,1,0
49119,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
49125,Non Portugal,Online TA,0,2,No Deposit,0,Transient,F,0,2,0
49138,Non Portugal,Direct,1,0,No Deposit,0,Group,C,0,2,1
49141,Non Portugal,Online TA,0,3,No Deposit,0,Transient-Party,E,0,1,1
49150,Non Portugal,Online TA,0,2,No Deposit,0,Transient,E,0,1,0
49153,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
49165,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,1,4,0
49174,Non Portugal,Direct,0,6,No Deposit,0,Transient,A,0,2,0
49184,Non Portugal,Direct,0,3,No Deposit,0,Transient,D,0,0,0
49196,Non Portugal,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
49201,Non Portugal,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
49211,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
49227,Non Portugal,Direct,0,0,No Deposit,0,Transient,C,0,4,0
49231,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,3,1
49238,Portugal,Direct,0,2,No Deposit,0,Transient-Party,A,0,2,0
49250,Non Portugal,Online TA,0,4,No Deposit,0,Transient,A,0,1,1
49251,Portugal,Aviation,0,4,No Deposit,0,Transient,A,0,0,0
49261,Portugal,Direct,0,1,No Deposit,0,Transient-Party,G,0,0,1
49266,Non Portugal,Aviation,0,0,No Deposit,0,Transient,E,0,0,0
49277,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,0,1
49299,Non Portugal,Groups,0,0,No Deposit,0,Transient,A,0,0,0
49316,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
49319,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
49332,Portugal,Online TA,0,6,No Deposit,0,Transient,A,0,0,1
49359,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
49361,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
49380,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,1,2,0
49382,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,G,0,1,0
49383,Non Portugal,Groups,0,0,No Deposit,0,Transient,E,0,1,0
49403,Portugal,Groups,0,7,No Deposit,0,Transient,A,0,0,0
49409,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
49413,Non Portugal,Direct,0,3,No Deposit,0,Transient,C,0,2,0
49416,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
49429,Non Portugal,Direct,0,0,No Deposit,0,Transient,C,0,1,0
49434,Non Portugal,Online TA,0,4,No Deposit,0,Transient,A,0,0,1
49438,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,1,1
49456,Portugal,Direct,0,1,No Deposit,0,Transient,C,1,2,0
49461,Non Portugal,Direct,0,1,No Deposit,0,Transient-Party,B,0,1,0
49468,Portugal,Online TA,0,4,No Deposit,0,Transient,A,0,1,1
49476,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,1,0,0
49479,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,D,0,2,0
49499,Non Portugal,Online TA,0,4,No Deposit,0,Transient,D,0,0,1
49503,Non Portugal,Direct,0,5,No Deposit,0,Transient,A,0,0,0
49531,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
49536,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,C,0,3,0
49552,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,1,0,0
49571,Non Portugal,Offline TA/TO,0,2,No Deposit,25,Transient-Party,A,0,0,0
49578,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
49653,Non Portugal,Offline TA/TO,0,0,Non Refund,39,Transient,A,0,0,1
49664,Non Portugal,Groups,0,1,No Deposit,0,Contract,A,1,1,0
49668,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,3,1
